Geo Point,Official Name Suburb
"-37.851136568315425, 144.96203742923856",Middle Park (Vic.)
"-37.84431619516756, 143.32222684594817",Mingay
"-36.83579746506102, 145.04696288748008",Mitchellstown
"-36.21545057026005, 144.23971741887672",Mitiamo
"-38.047837655192055, 146.35334521115453",Moondarra
"-38.04906937416943, 144.28334248083925",Moorabool
"-38.24700072909648, 145.11901472267155",Moorooduc
"-38.05769549240248, 142.80892625543237",Mortlake (Vic.)
"-37.26082996168615, 146.43561394811076",Mount Buller
"-37.974239830439295, 145.50842766275898",Mount Burnett
"-36.80776751126324, 144.7468486752522",Mount Camel
"-37.73030338221414, 144.20970592136266",Mount Wallace
"-36.49479482833455, 146.8650287313251",Mudgegonga
"-37.92109071220905, 141.0887483192666",Mumbannar
"-36.57300606089064, 146.74000516843492",Myrtleford
"-35.56488999941856, 143.7320735622692",Mystic Park
"-38.25224329003693, 143.066933190502",Naroghid
"-36.73529216258919, 141.93585818247922",Natimuk
"-36.918488893660324, 143.9281167858151",Neereman
"-37.99618532991153, 146.05362262030482",Neerim East
"-37.497917635848424, 143.44599835050346",Nerring
"-38.56253279526324, 143.01048269290897",Newfield
"-34.21194958359195, 142.21457840812602",Nichols Point
"-36.32588468129436, 146.344166209126",North Wangaratta
"-37.81745413514367, 145.17648638898538",Nunawading
"-37.92441582098494, 145.094278928919",Oakleigh South
"-36.83011856724234, 141.35654203800672",Ozenkadnook
"-38.33162408404563, 142.72232332409908",Panmure
"-36.01191211332346, 147.83275820061732",Pine Mountain (Vic.)
"-38.38066717852907, 145.54947511473767",Pioneer Bay
"-38.26802225972241, 144.60197858548335",Point Lonsdale
"-38.36125544103191, 141.60370471228103",Portland (Vic.)
"-35.66386222889379, 143.87576736342828",Reedy Lake
"-36.974182830043524, 142.45618983349348",Roses Gap
"-36.632442248636416, 142.67182787812953",Rupanyup
"-38.52806862309651, 145.41067568107968",San Remo (Vic.)
"-37.60021440452997, 143.83568840388338",Sebastopol (Vic.)
"-37.30371470841821, 143.95657273905985",Smeaton
"-37.549533984750056, 143.85859696621753",Soldiers Hill (Vic.)
"-38.16680027798403, 144.36128702652294",South Geelong
"-37.839281693526964, 144.99191391379802",South Yarra
"-37.33139676912169, 144.82021088617975",Springfield (Macedon Ranges - Vic.)
"-37.7451057573405, 144.80506663054683",St Albans (Vic.)
"-37.45186500721713, 147.71010630236694",Stirling (Vic.)
"-37.640237451877496, 143.08617516306464",Streatham
"-38.69099266708533, 143.79739394534758",Sugarloaf (Vic.)
"-38.50962198802908, 145.28970338750494",Surf Beach (Vic.)
"-35.365971527257805, 143.40385613660357",Swan Hill West
"-36.400627685428674, 147.22386465653148",Tallandoon
"-37.765126269879325, 147.8704082008502",Tambo Upper
"-36.43325982422954, 144.21165294044619",Tandarra
"-38.490334571549, 142.69704020352998",The Cove
"-36.34787055468781, 144.87806519400831",Timmering
"-35.504268148116196, 143.68980154548112",Tresco
"-37.739792029136396, 145.09331116660377",Viewbank
"-36.97491487229934, 144.1620229217167",Walmer (Vic.)
"-37.87391760832726, 145.22204918281028",Wantirna South
"-37.574608527342406, 143.92389349549154",Warrenheip
"-37.647955966083536, 147.69333542699232",Waterholes
"-35.6396669530679, 143.96827457292116",Westby
"-34.9605049930716, 142.76755905925023",Winnambool
"-36.459340803489454, 146.09824545285676",Winton North
"-38.14814305013374, 142.4632152909726",Woolsthorpe
"-37.68418489987111, 146.85108744677385",Wrixon
"-38.62493722565431, 143.8493730427907",Wye River
"-36.33565857214847, 146.86798819562406",Yackandandah
"-37.11739423054881, 144.16855175513578",Yapeen
"-37.81790515575576, 144.88198653354067",Yarraville
"-37.57998980271624, 144.8639505480124",Yuroke
"-23.836014453166477, 151.0611166185897",Aldoga
"-19.34550490075411, 146.6204247348633",Alice River
"-28.00836973969677, 152.75911760564762",Allandale (Qld)
"-27.66218201147299, 152.88029980731352",Augustine Heights
"-25.69407782070309, 151.81035461294053",Ban Ban
"-27.107866271132163, 153.04455797950104",Beachmere
"-27.498221327967293, 151.95711430469268",Blue Mountain Heights
"-17.440931560664982, 144.04167371699435",Bolwarra (Qld)
"-27.079262721495226, 153.16574720164965",Bongaree
"-27.922062214378315, 150.60480693355578",Boondandilla
"-23.66987955011435, 150.3131855362101",Boulder Creek
"-23.923972575510938, 150.91379849655644",Bracewell
"-20.3351628608213, 148.67335038589854",Brandy Creek (Qld)
"-24.91350494568877, 152.27253172222768",Branyan
"-21.035209877092722, 149.14981259382137",Bucasia
"-25.902951048608017, 150.1961892524334",Bungaban
"-23.874069201263328, 151.19474617820106",Byellee
"-27.720288908135654, 151.849814718875",Cambooya
"-28.078710708904236, 152.72930646730697",Cannon Creek (Scenic Rim - Qld)
"-27.54330075577957, 153.20287223762918",Capalaba
"-26.429934187826476, 153.09768429387657",Castaways Beach
"-27.527255553372466, 151.1722716620315",Cecil Plains
"-27.74704972367183, 153.0796488275231",Chambers Flat
"-28.007996619934445, 152.57714825030817",Charlwood
"-25.28278945041637, 152.4793262513159",Cherwell
"-26.054775792804733, 151.90921648363008",Cobbs Hill
"-26.872156466789495, 152.84259823646354",Commissioners Flat
"-26.04099387165178, 153.03536483066674",Cooloola
"-19.017148471633348, 146.27448226244613",Crystal Creek (Qld)
"-21.052108668415208, 148.52225745895055",Dalrymple Heights
"-28.450788640656512, 151.93438016718844",Dalveen
"-28.25270840220766, 152.23104806558854",Danderoo
"-9.421394982834833, 142.53604243694656",Dauan Island
"-27.004153509182498, 153.05272756727183",Donnybrook (Qld)
"-21.263086356132618, 149.1816262191795",Dunnrock
"-27.62637551089218, 152.77419730336175",Eastern Heights
"-27.677074668097827, 152.1007772418913",Egypt
"-28.048447167869323, 151.91762058418493",Ellinthorp
"-23.541528366600932, 148.1319580597051",Emerald (Qld)
"-23.25356009262244, 150.80204295033357",Emu Park
"-26.73025872851212, 152.9396154902981",Eudlo
"-28.78582608361371, 151.98200361693873",Eukey
"-27.663294973837132, 153.00372967281885",Forestdale
"-17.968848009339222, 144.76385090975782",Forty Mile
"-22.451391743408553, 147.86102118910776",Gemini Mountains
"-26.9018315512857, 152.01023466361386",Gilla
"-26.29954146488438, 152.67961494046705",Gilldora
"-27.834137867414896, 153.00153426748372",Glenlogan
"-17.083153318993784, 145.79608275726858",Gordonvale
"-27.431509136530046, 151.84622640166134",Gowrie Little Plain
"-25.43591843587083, 151.17122255753506",Grosvenor
"-21.44582734628686, 148.41219906181902",Hail Creek
"-27.458226002526676, 150.95899890578153",Halliford
"-16.844651133339482, 145.73115877527792",Holloways Beach
"-27.532785270005377, 152.472106011786",Kensington Grove
"-26.93330867118851, 151.9377362163085",Kooralgin
"-27.931151635890526, 152.68143593903613",Kulgun
"-27.262166167753964, 150.89855408911737",Kumbarilla
"-27.67049825120837, 152.3542847349345",Laidley Creek West
"-24.818263746731017, 151.78779195338427",Lake Monduran
"-28.172539471286274, 151.9165769170522",Leslie
"-27.488999355771018, 152.45999463279017",Lockrose
"-24.905036538754153, 150.116596000624",Lonesome Creek
"-19.61565652183757, 147.3986941345039",McDesme
"-17.805998319408708, 146.07279226381712",Midgeree Bar
"-26.884782661170764, 152.2751468193028",Moore
"-27.47565245215668, 151.48580886209578",Mount Moriah
"-17.06253125836287, 145.73563071875103",Mount Peter
"-19.251918379133688, 146.7398301175659",Mount St John
"-23.201791724610928, 150.6168756567261",Mulara
"-27.880307737262164, 152.65286583751728",Munbilla
"-26.763608279322423, 147.44840763538213",Mungallala South
"-27.454022794112753, 153.10802968295374",Murarrie
"-27.98133008105044, 153.3121345935668",Nerang
"-27.466664186494565, 153.04595091805143",New Farm
"-28.054374525369283, 153.065566273161",Nindooinbah
"-23.722604547379756, 150.44481044404088",Nine Mile Creek
"-16.180188325455486, 145.3491038769729",Noah
"-17.877307677188593, 140.8988462099965",Normanton
"-27.22209600244249, 153.01398537624044",North Lakes
"-18.720367711243963, 143.17201829498072",Northhead
"-26.11972168700543, 152.3296731588561",Oakview
"-27.149327024284695, 152.38234574396606",Ottaba
"-27.49834610779385, 153.35517347692064",Peel Island
"-26.83223666411046, 153.10079831565662",Pelican Waters
"-19.441546230269918, 146.6749046197937",Pinnacles
"-27.430965271886983, 153.52915466884815",Point Lookout
"-26.36530025404099, 152.87022024911116",Pomona (Qld)
"-27.519741420447925, 151.61441020551914",Purrawunda
"-27.293231048457752, 152.29319867368088",Redbank Creek
"-23.050075860581895, 150.49498914480856",Rossmoya
"-27.584356957559706, 153.20055516468227",Sheldon
"-17.54563009192594, 145.26403808861002",Silver Valley
"-26.176166153275837, 151.802684425049",Silverleaf
"-26.722500475051348, 153.0807852162317",Sippy Downs
"-20.026127539570407, 146.18035324306086",Southern Cross (Qld)
"-24.0968439207394, 148.07322292545433",Springsure
"-16.651978083401765, 142.91908377629662",Staaten
"-16.2904088688165, 145.30924230410545",Stewart Creek Valley
"-23.76976090093877, 148.9146671034296",Stewarton (Qld)
"-26.115336469747625, 151.8870976168234",Sunny Nook
"-26.186428807154254, 152.58425103569746",The Palms
"-16.795656909568372, 145.6945776293572",Trinity Beach
"-26.4052918853135, 152.761402217245",Tuchekoi
"-17.563526768789814, 145.43395264347268",Tumoulin
"-17.382206992245138, 145.51247411157095",Upper Barron
"-27.377333048672874, 153.0630500316727",Virginia (Qld)
"-21.527191185859294, 139.0658059419033",Waverley (Qld)
"-27.249560556513266, 152.9139984882544",Whiteside
"-28.33634684300774, 152.06266965033782",Wildash
"-28.039123989934787, 153.19159101836203",Witheren
"-22.98250417764554, 150.72321328187985",Woodbury (Qld)
"-27.452129342013183, 153.15233399642895",Wynnum West
"-27.852084721211316, 151.36474004823063",Yandilla
"-26.82817759106597, 151.98623593104352",Yarraman (Qld)
"-27.721015364777482, 151.54523850256066",Yarranlea
"-34.601747057720125, 138.91739747107792",Altona (SA)
"-26.15657833621239, 131.1447366520888",Amata
"-33.686736240808806, 138.56546643743079",Anama
"-37.44034811675485, 140.02776167784705",Beachport
"-33.274721687889894, 138.7111322747686",Belalie East
"-35.044820557359536, 138.88652577972357",Blakiston
"-34.23543329769763, 140.4114380179128",Cobdogla
"-37.249792459845985, 140.51502986037346",Coles
"-28.790573723749688, 133.42118058060495",Commonwealth Hill
"-34.40538162810098, 135.4550839118389",Coulta
"-35.632914151676715, 138.21694679689267",Deep Creek (SA)
"-34.08197462088462, 137.627742668841",East Moonta
"-32.67939250668421, 134.27241965660485",Eba Anchorage
"-38.020614299527765, 140.8020864283369",Eight Mile Creek (SA)
"-33.81395711024657, 138.788588112779",Farrell Flat
"-34.523220015101316, 139.5137489741298",Fisher (SA)
"-35.13860188704472, 138.8182386129069",Flaxley
"-37.68544920742014, 140.61307887211498",Glencoe (SA)
"-33.43338104892157, 138.67287663825647",Hacklins Corner
"-35.53235341576677, 138.6444456091088",Hayborough
"-34.961617168609216, 138.6217385182599",Highgate (SA)
"-35.11018750743514, 137.64000400226436",Honiton
"-35.48036124888059, 138.47892626163775",Inman Valley
"-33.163025312122116, 138.59359022812075",Jamestown
"-34.75065860630613, 138.8605426210466",Kersbrook
"-35.271758861995885, 138.67951304347298",Kyeema
"-33.319420378415124, 137.96123718016688",Lower Broughton
"-32.87282749263175, 134.47926450969476",Maryvale (SA)
"-34.823951256842655, 138.80811562556835",Millbrook (SA)
"-31.60840821047547, 140.50759444377732",Mooleulooloo
"-34.44572380885192, 138.89253211037516",Nain
"-34.35997440803983, 140.3923742090969",New Residence
"-33.90288917460145, 137.63290231350652",North Beach (SA)
"-32.27914629800704, 140.30335912980155",Olary
"-34.79780468482375, 138.50115392408608",Osborne (SA)
"-34.87104699592366, 138.6763422177949",Paradise (SA)
"-35.373438839238396, 139.94974741474104",Peake
"-34.15124172006545, 139.161626822699",Peep Hill
"-34.86214929791927, 139.38995368479578",Pellaring Flat
"-33.26177843539618, 137.99914633269205",Pirie East
"-37.64373380932824, 140.9072359083551",Pleasant Park
"-34.64704110167339, 138.46844606079338",Port Gawler
"-34.55606415009567, 140.41237682615824",Pyap West
"-34.481478559298026, 138.57519388516496",Redbanks
"-36.98467778929098, 140.00930536557976",Reedy Creek (SA)
"-34.1401240533602, 138.68172102553098",Rhynie
"-34.52880203052756, 138.7512448313538",Roseworthy
"-34.89740699096074, 138.6301615229844",Royston Park
"-34.74900442916079, 138.79159413943827",Sampson Flat
"-35.042131162305616, 138.53834753108137",Seaview Downs
"-34.855611576185574, 138.4857407622047",Semaphore Park
"-35.92881963541629, 140.8515926086791",Shaugh
"-34.359105112018206, 139.0794820651921",St Kitts
"-36.70248987018028, 140.70622838458544",The Gap (SA)
"-36.35248538794833, 139.90526176906653",Tilley Swamp
"-34.662642337316946, 138.5713781127363",Virginia (SA)
"-34.520454741940355, 135.6869885139112",Wanilla
"-34.87329535644099, 138.4948242765221",West Lakes
"-34.58650639140089, 138.74127305618782",Willaston
"-34.90478028548403, 138.70826925062684",Woodforde
"-34.793998879852055, 138.74276807775058",Yatala Vale
"-31.614364609208017, 115.68632085429631",Alkimos
"-33.54583066455668, 115.77069957736514",Argyle (WA)
"-31.781522832405823, 116.00957281828781",Belhus
"-33.761351279437925, 117.01743979677941",Boilup
"-20.505591801800495, 118.52593874399497",Boodarie
"-34.67176647018816, 116.20830924046065",Boorara Brook
"-28.453272786429938, 114.59431056980569",Bowes
"-32.05626296178442, 115.86246252255603",Bull Creek (WA)
"-31.663070646949667, 116.02895231983608",Bullsbrook
"-33.928398954779645, 115.02408632621831",Burnside (WA)
"-31.643115208671023, 115.70440604280321",Butler (WA)
"-33.120019085456896, 117.58848665067305",Cancanning
"-33.834762413243084, 116.14305065014238",Catterick
"-31.8500556821886, 116.26980737732043",Chidlow
"-28.10272472301671, 123.50971740754605",Cosmo Newbery
"-34.184948650316564, 115.27223037897733",Courtenay
"-31.09852426002668, 115.56528959889786",Cowalla
"-34.53481206405693, 116.17318370986317",Crowea
"-34.201804740929276, 116.05839057165745",Dixvale
"-28.673329846261833, 114.61620237887131",Drummond Cove
"-31.998882138219063, 117.25812695041942",Dulbelling
"-33.56183267525838, 115.06189991298896",Eagle Bay
"-32.631533924889986, 117.25096878814867",East Popanyinning
"-31.02897829731901, 122.37352152546788",Emu Flat (WA)
"-34.99529531299186, 117.9371646922573",Emu Point
"-32.20797264715443, 116.45162466760269",Flint
"-31.919116624374286, 116.10724656455434",Glen Forrest
"-35.0867162448923, 117.93179213879002",Goode Beach
"-30.067059191604315, 115.03034453247969",Green Head
"-33.332972570652665, 117.49626736208799",Gundaring
"-31.871481525023345, 115.79482570150596",Gwelup
"-31.843230390263958, 116.57250432388943",Inkpen
"-30.296332522527862, 117.18286254701783",Kalannie
"-33.78277488946541, 115.20822289993892",Kaloorup
"-14.294505814154974, 126.64128740833137",Kalumburu
"-32.417473986746806, 115.79452342393601",Karnup
"-20.73456211747856, 116.84511447333207",Karratha
"-31.635783430924135, 117.7040270884959",Kellerberrin
"-33.70486908270469, 115.93063330664269",Kirup
"-33.53420194908966, 115.96491206024221",Lowden
"-24.20872068032386, 113.7159552970292",Macleod (WA)
"-25.859728757523044, 127.67554396003406",Mantamaru
"-33.31450314870243, 118.20209795200144",Merilup
"-31.015530011401573, 116.04726831311584",Mogumber
"-32.01473164005373, 115.76557892891287",Mosman Park (WA)
"-28.570461406480806, 114.85641419647877",Mount Erin
"-32.120340265181134, 119.57185167082679",Mount Holland
"-31.746920025684368, 118.57323717956407",Muntadgin
"-33.263310055193735, 117.6863802591435",Nippering
"-34.63059430444828, 116.1411791794848",Northcliffe
"-34.995988066915864, 117.85925074718561",Orana
"-25.288424310405166, 118.28813923517654",Peak Hill (WA)
"-34.663864199481836, 117.8800374999823",Porongurup
"-31.264504306829863, 115.45576106060211",Seabird
"-32.071866154770895, 115.75484828780523",South Fremantle
"-30.763567123677138, 121.47909087162633",South Kalgoorlie
"-31.221056514824255, 117.91793051686983",South Kununoppin
"-31.253133935998928, 119.3482454385231",Southern Cross (WA)
"-20.492372758948264, 119.00278879692199",Strelley
"-33.07732591480943, 118.21569728965478",Tarin Rock
"-30.95381995172958, 119.37645124983386",Turkey Hill
"-28.946450571051138, 114.8532121111801",Walkaway
"-32.1348126674213, 117.56564449596016",Wamenusking
"-32.16762645586032, 115.81282619771487",Wattleup
"-30.802743409031315, 115.25474619901249",Wedge Island (WA)
"-27.06414464449605, 117.58288934020804",Weld Range
"-32.75992985035351, 115.78355243878174",West Coolup
"-24.274440731196403, 116.05026312958351",West Lyons River
"-34.17597358305263, 116.02370594094982",Yanmah
"-43.35136384142303, 147.32542360684602",Adventure Bay
"-41.127611066819604, 146.86624094950858",Bell Bay
"-41.56561791620638, 147.661868959615",Ben Lomond (Tas.)
"-41.43665226026808, 146.37804775992637",Beulah (Tas.)
"-43.235459775963925, 147.01894212738006",Brooks Bay
